employee_id,name,department,role,age,salary,experience_years,joining_date,performance_score,city,monthly_sales,training_hours,attrition_risk
4185,Employee 4185,Support,Software Engineer,31,47545,9,2018-01-15,55,Chennai,153385,65,Medium
4186,Employee 4186,Operations,Data Analyst,42,63882,18,2018-02-01,68,Jaipur,153706,74,Medium
4187,Employee 4187,Finance,Software Engineer,28,35219,2,2018-02-18,81,Mumbai,154027,3,Low
4188,Employee 4188,Engineering,Data Analyst,39,60556,16,2018-03-07,94,Hyderabad,154348,12,Low
4189,Employee 4189,Marketing,Software Engineer,25,31893,0,2018-03-24,62,Kolkata,154669,21,Medium
4190,Employee 4190,HR,Data Analyst,36,57230,14,2018-04-10,75,Delhi,154990,30,Medium
4191,Employee 4191,Sales,Software Engineer,22,32167,0,2018-04-27,88,Pune,155311,39,Low
4192,Employee 4192,Analytics,Data Analyst,33,44904,7,2018-05-14,56,Ahmedabad,155632,48,Medium
4193,Employee 4193,Support,Software Engineer,44,70241,21,2018-05-31,69,Noida,155953,57,Medium
4194,Employee 4194,Operations,Data Analyst,30,41578,5,2018-06-17,82,Bengaluru,156274,66,Low
4195,Employee 4195,Finance,Software Engineer,41,66915,19,2018-07-04,95,Chennai,156595,75,Low
4196,Employee 4196,Engineering,Data Analyst,27,38252,3,2018-07-21,63,Jaipur,156916,4,High
4197,Employee 4197,Marketing,Software Engineer,38,54589,12,2018-08-07,76,Mumbai,157237,13,Medium
4198,Employee 4198,HR,Data Analyst,24,34926,1,2018-08-24,89,Hyderabad,157558,22,Low
4199,Employee 4199,Sales,Software Engineer,35,51263,10,2018-09-10,57,Kolkata,157879,31,Medium
4200,Employee 4200,Analytics,Data Analyst,21,33400,0,2018-09-27,70,Delhi,158200,40,Medium
4201,Employee 4201,Support,Software Engineer,32,47937,8,2018-10-14,83,Pune,158521,49,Low
4202,Employee 4202,Operations,Data Analyst,43,64274,17,2018-10-31,96,Ahmedabad,158842,58,Low
4203,Employee 4203,Finance,Software Engineer,29,44611,6,2018-11-17,64,Noida,159163,67,Medium
4204,Employee 4204,Engineering,Data Analyst,40,60948,15,2018-12-04,77,Bengaluru,159484,76,Medium
4205,Employee 4205,Marketing,Software Engineer,26,41285,4,2018-12-21,90,Chennai,159805,5,Low
4206,Employee 4206,HR,Data Analyst,37,57622,13,2019-01-07,58,Jaipur,160126,14,High
4207,Employee 4207,Sales,Software Engineer,23,34359,0,2019-01-24,71,Mumbai,160447,23,Medium
4208,Employee 4208,Analytics,Data Analyst,34,54296,11,2019-02-10,84,Hyderabad,160768,32,Low
4209,Employee 4209,Support,Software Engineer,45,70633,20,2019-02-27,97,Kolkata,161089,41,Low
4210,Employee 4210,Operations,Data Analyst,31,,9,2019-03-16,65,Delhi,161410,50,Medium
4211,Employee 4211,Finance,Software Engineer,42,67307,18,2019-04-02,78,Pune,161731,59,Low
4212,Employee 4212,Engineering,Data Analyst,28,38644,2,2019-04-19,91,Ahmedabad,162052,68,Low
4213,Employee 4213,Marketing,Software Engineer,39,63981,16,2019-05-06,59,Noida,162373,77,Medium
4214,Employee 4214,HR,Data Analyst,25,35318,0,2019-05-23,72,Bengaluru,162694,6,Medium
4215,Employee 4215,Sales,Software Engineer,36,60655,14,2019-06-09,85,Chennai,163015,15,Low
4216,Employee 4216,Analytics,Data Analyst,22,35592,0,2019-06-26,98,Jaipur,163336,24,Low
4217,Employee 4217,Support,Software Engineer,33,48329,7,2019-07-13,66,Mumbai,163657,33,Medium
4218,Employee 4218,Operations,Data Analyst,44,73666,21,2019-07-30,79,Hyderabad,163978,42,Low
4219,Employee 4219,Finance,Software Engineer,30,45003,5,2019-08-16,92,Kolkata,164299,51,Low
4220,Employee 4220,Engineering,Data Analyst,41,70340,19,2019-09-02,60,Delhi,164620,60,Medium
4221,Employee 4221,Marketing,Software Engineer,27,41677,3,2019-09-19,73,Pune,164941,69,Medium
4222,Employee 4222,HR,Data Analyst,38,58014,12,2019-10-06,86,Ahmedabad,165262,78,Low
4223,Employee 4223,Sales,Software Engineer,24,38351,1,2019-10-23,99,Noida,165583,7,Low
4224,Employee 4224,Analytics,Data Analyst,35,54688,10,2019-11-09,67,Bengaluru,165904,16,Medium
4225,Employee 4225,Support,Software Engineer,21,36825,0,2019-11-26,80,Chennai,166225,25,Low
4226,Employee 4226,Operations,Data Analyst,32,51362,8,2019-12-13,93,Jaipur,166546,34,Low
4227,Employee 4227,Finance,Software Engineer,43,67699,17,2019-12-30,61,Mumbai,166867,43,Medium
4228,Employee 4228,Engineering,Data Analyst,29,48036,6,2020-01-16,74,Hyderabad,167188,52,Medium
4229,Employee 4229,Marketing,Software Engineer,40,64373,15,2020-02-02,87,Kolkata,167509,61,Low
4230,Employee 4230,HR,Data Analyst,26,44710,4,2020-02-19,55,Delhi,167830,70,Medium
4231,Employee 4231,Sales,Software Engineer,37,61047,13,2020-03-07,68,Pune,168151,79,Medium
4232,Employee 4232,Analytics,Data Analyst,23,37784,0,2020-03-24,81,Ahmedabad,168472,8,Low
4233,Employee 4233,Support,Software Engineer,34,57721,11,2020-04-10,94,Noida,168793,17,Low
4234,Employee 4234,Operations,Data Analyst,45,74058,20,2020-04-27,62,Bengaluru,169114,26,Medium
4235,Employee 4235,Finance,Software Engineer,31,54395,9,2020-05-14,75,Chennai,169435,35,Medium
4236,Employee 4236,Engineering,Data Analyst,42,70732,18,2020-05-31,88,Jaipur,169756,44,Low
4237,Employee 4237,Marketing,Software Engineer,28,42069,2,2020-06-17,56,Mumbai,170077,53,Medium
4238,Employee 4238,HR,Data Analyst,39,67406,16,2020-07-04,69,Hyderabad,170398,62,Medium
4239,Employee 4239,Sales,Software Engineer,25,38743,0,2020-07-21,82,Kolkata,170719,71,Low
4240,Employee 4240,Analytics,Data Analyst,36,64080,14,2020-08-07,95,Delhi,171040,0,Low
4241,Employee 4241,Support,Software Engineer,22,39017,0,2020-08-24,63,Pune,171361,9,High
4242,Employee 4242,Operations,Data Analyst,33,51754,7,2020-09-10,76,Ahmedabad,171682,18,Medium
4243,Employee 4243,Finance,Software Engineer,44,77091,21,2020-09-27,89,Noida,172003,27,Low
4244,Employee 4244,Engineering,Data Analyst,30,48428,5,2020-10-14,57,Bengaluru,172324,36,Medium
4245,Employee 4245,Marketing,Software Engineer,41,73765,19,2020-10-31,70,Chennai,172645,45,Medium
4246,Employee 4246,HR,Data Analyst,27,45102,3,2020-11-17,83,Jaipur,172966,54,Low
4247,Employee 4247,Sales,Software Engineer,38,61439,12,2020-12-04,96,Mumbai,173287,63,Low
4248,Employee 4248,Analytics,Data Analyst,24,41776,1,2020-12-21,64,Hyderabad,173608,72,Medium
4249,Employee 4249,Support,Software Engineer,35,58113,10,2021-01-07,77,Kolkata,173929,1,Medium
4250,Employee 4250,Operations,Data Analyst,21,40250,0,2021-01-24,90,Delhi,174250,10,Low
4251,Employee 4251,Finance,Software Engineer,32,54787,8,2021-02-10,58,Pune,174571,19,High
4252,Employee 4252,Engineering,Data Analyst,43,71124,17,2021-02-27,71,Ahmedabad,174892,28,Medium
4253,Employee 4253,Marketing,Software Engineer,29,51461,6,2021-03-16,84,Noida,175213,37,Low
4254,Employee 4254,HR,Data Analyst,40,67798,15,2021-04-02,97,Bengaluru,175534,46,Low
4255,Employee 4255,Sales,Software Engineer,26,48135,4,2021-04-19,65,Chennai,175855,55,Medium
4256,Employee 4256,Analytics,Data Analyst,37,64472,13,2021-05-06,78,Jaipur,176176,64,Low
4257,Employee 4257,Support,Software Engineer,23,41209,0,2021-05-23,91,Mumbai,176497,73,Low
4258,Employee 4258,Operations,Data Analyst,34,61146,11,2021-06-09,59,Hyderabad,176818,2,High
4259,Employee 4259,Finance,Software Engineer,45,77483,20,2021-06-26,72,Kolkata,177139,11,Medium
4260,Employee 4260,Engineering,Data Analyst,31,57820,9,2021-07-13,85,Delhi,177460,20,Low
4261,Employee 4261,Marketing,Software Engineer,42,74157,18,2021-07-30,98,Pune,177781,29,Low
4262,Employee 4262,HR,Data Analyst,28,45494,2,2021-08-16,66,Ahmedabad,178102,38,Medium
4263,Employee 4263,Sales,Software Engineer,39,70831,16,2021-09-02,79,Noida,178423,47,Low
4264,Employee 4264,Analytics,Data Analyst,25,42168,0,2021-09-19,92,Bengaluru,178744,56,Low
4265,Employee 4265,Support,Software Engineer,36,67505,14,2021-10-06,60,Chennai,179065,65,Medium
4266,Employee 4266,Operations,Data Analyst,22,42442,0,2021-10-23,73,Jaipur,179386,74,Medium
4267,Employee 4267,Finance,Software Engineer,33,55179,7,2021-11-09,86,Mumbai,179707,3,Low
4268,Employee 4268,Engineering,Data Analyst,44,80516,21,2021-11-26,99,Hyderabad,180028,12,Low
4269,Employee 4269,Marketing,Software Engineer,30,51853,5,2021-12-13,67,Kolkata,180349,21,Medium
4270,Employee 4270,HR,Data Analyst,41,77190,19,2021-12-30,80,Delhi,180670,30,Low
4271,Employee 4271,Sales,Software Engineer,27,48527,3,2022-01-16,93,Pune,180991,39,Low
4272,Employee 4272,Analytics,Data Analyst,38,64864,12,2022-02-02,61,Ahmedabad,181312,48,Medium
4273,Employee 4273,Support,Software Engineer,24,45201,1,2022-02-19,74,Noida,181633,57,Medium
4274,Employee 4274,Operations,Data Analyst,35,61538,10,2022-03-08,87,Bengaluru,181954,66,Low
4275,Employee 4275,Finance,Software Engineer,21,43675,0,2022-03-25,55,Chennai,182275,75,Medium
4276,Employee 4276,Engineering,Data Analyst,32,58212,8,2022-04-11,68,Jaipur,182596,4,Medium
4277,Employee 4277,Marketing,Software Engineer,43,74549,17,2022-04-28,81,Mumbai,182917,13,Low
4278,Employee 4278,HR,Data Analyst,29,54886,6,2022-05-15,94,Hyderabad,183238,22,Low
4279,Employee 4279,Sales,Software Engineer,40,71223,15,2022-06-01,62,Kolkata,183559,31,Medium
4280,Employee 4280,Analytics,Data Analyst,26,51560,4,2022-06-18,75,Delhi,183880,40,Medium
4281,Employee 4281,Support,Software Engineer,37,67897,13,2022-07-05,88,Pune,184201,49,Low
4282,Employee 4282,Operations,Data Analyst,23,44634,0,2022-07-22,56,Ahmedabad,184522,58,Medium
4283,Employee 4283,Finance,Software Engineer,34,64571,11,2022-08-08,69,Noida,184843,67,Medium
4284,Employee 4284,Engineering,Data Analyst,45,80908,20,2022-08-25,82,Bengaluru,185164,76,Low
4285,Employee 4285,Marketing,Software Engineer,31,61245,9,2022-09-11,95,Chennai,185485,5,Low
4286,Employee 4286,HR,Data Analyst,42,77582,18,2022-09-28,63,Jaipur,185806,14,High
4287,Employee 4287,Sales,Software Engineer,28,48919,2,2022-10-15,76,Mumbai,186127,23,Medium
4288,Employee 4288,Analytics,Data Analyst,39,74256,16,2022-11-01,89,Hyderabad,186448,32,Low
4289,Employee 4289,Support,Software Engineer,25,45593,0,2022-11-18,57,Kolkata,186769,41,Medium
4290,Employee 4290,Operations,Data Analyst,36,70930,14,2022-12-05,70,Delhi,187090,50,Medium
4291,Employee 4291,Finance,Software Engineer,22,45867,0,2022-12-22,83,,187411,59,Low
4292,Employee 4292,Engineering,Data Analyst,33,58604,7,2023-01-08,96,Ahmedabad,187732,68,Low
4293,Employee 4293,Marketing,Software Engineer,44,83941,21,2023-01-25,64,Noida,188053,77,Medium
4294,Employee 4294,HR,Data Analyst,30,55278,5,2023-02-11,77,Bengaluru,188374,6,Medium
4295,Employee 4295,Sales,Software Engineer,41,80615,19,2023-02-28,90,Chennai,188695,15,Low
4296,Employee 4296,Analytics,Data Analyst,27,51952,3,2023-03-17,58,Jaipur,189016,24,Medium
4297,Employee 4297,Support,Software Engineer,38,68289,12,2023-04-03,71,Mumbai,189337,33,Medium
4298,Employee 4298,Operations,Data Analyst,24,48626,1,2023-04-20,84,Hyderabad,189658,42,Low
4299,Employee 4299,Finance,Software Engineer,35,64963,10,2023-05-07,97,Kolkata,189979,51,Low
4300,Employee 4300,Engineering,Data Analyst,21,47100,0,2023-05-24,65,Delhi,190300,60,Medium
4301,Employee 4301,Marketing,Software Engineer,32,61637,8,2023-06-10,78,Pune,190621,69,Low
4302,Employee 4302,HR,Data Analyst,43,77974,17,2023-06-27,91,Ahmedabad,190942,78,Low
4303,Employee 4303,Sales,Software Engineer,29,58311,6,2023-07-14,59,Noida,191263,7,High
4304,Employee 4304,Analytics,Data Analyst,40,74648,15,2023-07-31,72,Bengaluru,191584,16,Medium
4305,Employee 4305,Support,Software Engineer,26,54985,4,2023-08-17,85,Chennai,191905,25,Low
4306,Employee 4306,Operations,Data Analyst,37,71322,13,2023-09-03,98,Jaipur,192226,34,Low
4307,Employee 4307,Finance,Software Engineer,23,48059,0,2023-09-20,66,Mumbai,192547,43,Medium
4308,Employee 4308,Engineering,Data Analyst,34,67996,11,2023-10-07,79,Hyderabad,192868,52,Low
4309,Employee 4309,Marketing,Software Engineer,45,84333,20,2023-10-24,92,Kolkata,193189,61,Low
4310,Employee 4310,HR,Data Analyst,31,64670,9,2023-11-10,60,Delhi,193510,70,Medium
4311,Employee 4311,Sales,Software Engineer,42,81007,18,2023-11-27,73,Pune,193831,79,Medium
4312,Employee 4312,Analytics,Data Analyst,28,52344,2,2023-12-14,86,Ahmedabad,194152,8,Low
4313,Employee 4313,Support,Software Engineer,39,77681,16,2023-12-31,99,Noida,194473,17,Low
4314,Employee 4314,Operations,Data Analyst,25,49018,0,2024-01-17,67,Bengaluru,194794,26,Medium
4315,Employee 4315,Finance,Software Engineer,36,74355,14,2024-02-03,80,Chennai,195115,35,Low
4316,Employee 4316,Engineering,Data Analyst,22,49292,0,2024-02-20,93,Jaipur,195436,44,Low
4317,Employee 4317,Marketing,Software Engineer,33,62029,7,2024-03-08,61,Mumbai,195757,53,Medium
4318,Employee 4318,HR,Data Analyst,44,87366,21,2024-03-25,74,Hyderabad,196078,62,Medium
4319,Employee 4319,Sales,Software Engineer,30,58703,5,2024-04-11,87,Kolkata,196399,71,Low
4320,Employee 4320,Analytics,Data Analyst,41,84040,19,2024-04-28,55,Delhi,196720,0,High
4321,Employee 4321,Support,Software Engineer,27,55377,3,2024-05-15,68,Pune,197041,9,Medium
4322,Employee 4322,Operations,Data Analyst,38,71714,12,2024-06-01,81,Ahmedabad,197362,18,Low
4323,Employee 4323,Finance,Software Engineer,24,52051,1,2024-06-18,94,Noida,197683,27,Low
4324,Employee 4324,Engineering,Data Analyst,35,68388,10,2024-07-05,62,Bengaluru,198004,36,Medium
4325,Employee 4325,Marketing,Software Engineer,21,50525,0,2024-07-22,75,Chennai,198325,45,Medium
4326,Employee 4326,HR,Data Analyst,32,65062,8,2024-08-08,88,Jaipur,198646,54,Low
4327,Employee 4327,Sales,Software Engineer,43,81399,17,2024-08-25,56,Mumbai,198967,63,Medium
4328,Employee 4328,Analytics,Data Analyst,29,61736,6,2024-09-11,69,Hyderabad,199288,72,Medium
4329,Employee 4329,Support,Software Engineer,40,78073,15,2024-09-28,82,Kolkata,199609,1,Low
4330,Employee 4330,Operations,Data Analyst,26,58410,4,2016-01-11,95,Delhi,199930,10,Low
4331,Employee 4331,Finance,Software Engineer,37,74747,13,2016-01-28,63,Pune,200251,19,High
4332,Employee 4332,Engineering,Data Analyst,23,51484,0,2016-02-14,76,Ahmedabad,200572,28,Medium
4333,Employee 4333,Marketing,Software Engineer,34,71421,11,2016-03-02,89,Noida,200893,37,Low
4334,Employee 4334,HR,Data Analyst,45,87758,20,2016-03-19,57,Bengaluru,201214,46,Medium
4335,Employee 4335,Sales,Software Engineer,31,68095,9,2016-04-05,70,Chennai,201535,55,Medium
4336,Employee 4336,Analytics,Data Analyst,42,84432,18,2016-04-22,83,Jaipur,201856,64,Low
4337,Employee 4337,Support,Software Engineer,28,55769,2,2016-05-09,96,Mumbai,202177,73,Low
4338,Employee 4338,Operations,Data Analyst,39,81106,16,2016-05-26,64,Hyderabad,202498,2,High
4339,Employee 4339,Finance,Software Engineer,25,52443,0,2016-06-12,77,Kolkata,202819,11,Medium
4340,Employee 4340,Engineering,Data Analyst,36,77780,14,2016-06-29,90,Delhi,203140,20,Low
4341,Employee 4341,Marketing,Software Engineer,22,52717,0,2016-07-16,58,Pune,203461,29,Medium
4342,Employee 4342,HR,Data Analyst,33,65454,7,2016-08-02,71,Ahmedabad,203782,38,Medium
4343,Employee 4343,Sales,Software Engineer,44,90791,21,2016-08-19,84,Noida,204103,47,Low
4344,Employee 4344,Analytics,Data Analyst,30,62128,5,2016-09-05,97,Bengaluru,204424,56,Low
4345,Employee 4345,Support,Software Engineer,41,87465,19,2016-09-22,65,Chennai,204745,65,Medium
4346,Employee 4346,Operations,Data Analyst,27,58802,3,2016-10-09,78,Jaipur,205066,74,Low
4347,Employee 4347,Finance,Software Engineer,38,75139,12,2016-10-26,91,Mumbai,205387,3,Low
4348,Employee 4348,Engineering,Data Analyst,24,55476,1,2016-11-12,59,Hyderabad,205708,12,High
4349,Employee 4349,Marketing,Software Engineer,35,71813,10,2016-11-29,72,Kolkata,206029,21,Medium
4350,Employee 4350,HR,Data Analyst,21,53950,0,2016-12-16,85,Delhi,206350,30,Low
4351,Employee 4351,Sales,Software Engineer,32,68487,8,2017-01-02,98,Pune,206671,39,Low
4352,Employee 4352,Analytics,Data Analyst,43,84824,17,2017-01-19,66,Ahmedabad,206992,48,Medium
4353,Employee 4353,Support,Software Engineer,29,65161,6,2017-02-05,79,Noida,207313,57,Low
4354,Employee 4354,Operations,Data Analyst,40,81498,15,2017-02-22,92,Bengaluru,207634,66,Low
4355,Employee 4355,Finance,Software Engineer,26,61835,4,2017-03-11,60,Chennai,207955,75,Medium
4356,Employee 4356,Engineering,Data Analyst,37,78172,13,2017-03-28,73,Jaipur,208276,4,Medium
4357,Employee 4357,Marketing,Software Engineer,23,54909,0,2017-04-14,86,Mumbai,208597,13,Low
4358,Employee 4358,HR,Data Analyst,34,74846,11,2017-05-01,99,Hyderabad,208918,22,Low
4359,Employee 4359,Sales,Software Engineer,45,91183,20,2017-05-18,67,Kolkata,209239,31,Medium
4360,Employee 4360,Analytics,Data Analyst,31,71520,9,2017-06-04,80,Delhi,209560,40,Low
4361,Employee 4361,Support,Software Engineer,42,87857,18,2017-06-21,93,Pune,209881,49,Low
4362,Employee 4362,Operations,Data Analyst,28,59194,2,2017-07-08,61,Ahmedabad,210202,58,Medium
4363,Employee 4363,Finance,Software Engineer,39,84531,16,2017-07-25,74,Noida,210523,67,Medium
4364,Employee 4364,Engineering,Data Analyst,25,55868,0,2017-08-11,87,Bengaluru,210844,76,Low
4365,Employee 4365,Marketing,Software Engineer,36,81205,14,2017-08-28,55,Chennai,211165,5,High
4366,Employee 4366,HR,Data Analyst,22,56142,0,2017-09-14,68,Jaipur,211486,14,Medium
4367,Employee 4367,Sales,Software Engineer,33,68879,7,2017-10-01,81,Mumbai,211807,23,Low
4368,Employee 4368,Analytics,Data Analyst,44,94216,21,2017-10-18,94,Hyderabad,212128,32,Low
4369,Employee 4369,Support,Software Engineer,30,65553,5,2017-11-04,62,Kolkata,212449,41,Medium
4370,Employee 4370,Operations,Data Analyst,41,90890,19,2017-11-21,75,Delhi,212770,50,Medium
4371,Employee 4371,Finance,Software Engineer,27,62227,3,2017-12-08,88,Pune,213091,59,Low
4372,Employee 4372,Engineering,Data Analyst,38,78564,12,2017-12-25,56,Ahmedabad,213412,68,Medium
4373,Employee 4373,Marketing,Software Engineer,24,58901,1,2018-01-11,69,Noida,213733,77,Medium
4374,Employee 4374,HR,Data Analyst,35,75238,10,2018-01-28,82,Bengaluru,214054,6,Low
4375,Employee 4375,Sales,Software Engineer,21,57375,0,2018-02-14,95,Chennai,214375,15,Low
4376,Employee 4376,Analytics,Data Analyst,32,71912,8,2018-03-03,63,Jaipur,214696,24,Medium
4377,Employee 4377,Support,Software Engineer,43,88249,17,2018-03-20,76,Mumbai,215017,33,Medium
4378,Employee 4378,Operations,Data Analyst,29,68586,6,2018-04-06,89,Hyderabad,215338,42,Low
4379,Employee 4379,Finance,Software Engineer,40,84923,15,2018-04-23,57,Kolkata,215659,51,Medium
4380,Employee 4380,Engineering,Data Analyst,26,65260,4,2018-05-10,70,Delhi,215980,60,Medium
4381,Employee 4381,Marketing,Software Engineer,37,81597,13,2018-05-27,83,Pune,216301,69,Low
4382,Employee 4382,HR,Data Analyst,23,58334,0,2018-06-13,96,Ahmedabad,216622,78,Low
4383,Employee 4383,Sales,Software Engineer,34,78271,11,2018-06-30,64,Noida,216943,7,High
4384,Employee 4384,Analytics,Data Analyst,45,94608,20,2018-07-17,77,Bengaluru,217264,16,Medium
4385,Employee 4385,Support,Software Engineer,31,74945,9,2018-08-03,90,Chennai,217585,25,Low
4386,Employee 4386,Operations,Data Analyst,42,91282,18,2018-08-20,58,Jaipur,217906,34,Medium
4387,Employee 4387,Finance,Software Engineer,28,62619,2,2018-09-06,71,Mumbai,218227,43,Medium
4388,Employee 4388,Engineering,Data Analyst,39,87956,16,2018-09-23,84,Hyderabad,218548,52,Low
4389,Employee 4389,Marketing,Software Engineer,25,59293,0,2018-10-10,97,Kolkata,218869,61,Low
4390,Employee 4390,HR,Data Analyst,36,84630,14,2018-10-27,65,Delhi,219190,70,Medium
4391,Employee 4391,Sales,Software Engineer,22,59567,0,2018-11-13,78,Pune,219511,79,Low
4392,Employee 4392,Analytics,Data Analyst,33,72304,7,2018-11-30,91,Ahmedabad,219832,8,Low
4393,Employee 4393,Support,Software Engineer,44,97641,21,2018-12-17,59,Noida,220153,17,High
4394,Employee 4394,Operations,Data Analyst,30,68978,5,2019-01-03,72,Bengaluru,220474,26,Medium
4395,Employee 4395,Finance,Software Engineer,41,94315,19,2019-01-20,85,Chennai,220795,35,Low
4396,Employee 4396,Engineering,Data Analyst,27,65652,3,2019-02-06,98,Jaipur,221116,44,Low
4397,Employee 4397,Marketing,Software Engineer,38,81989,12,2019-02-23,66,Mumbai,221437,53,Medium
4398,Employee 4398,HR,Data Analyst,24,62326,1,2019-03-12,79,Hyderabad,221758,62,Low
4399,Employee 4399,Sales,Software Engineer,35,78663,10,2019-03-29,92,Kolkata,222079,71,Low
4400,Employee 4400,Analytics,Data Analyst,21,60800,0,2019-04-15,60,Delhi,222400,0,High
4401,Employee 4401,Support,Software Engineer,32,75337,8,2019-05-02,73,Pune,222721,9,Medium
4402,Employee 4402,Operations,Data Analyst,43,91674,17,2019-05-19,86,Ahmedabad,223042,18,Low
4403,Employee 4403,Finance,Software Engineer,29,72011,6,2019-06-05,99,Noida,223363,27,Low
4404,Employee 4404,Engineering,Data Analyst,40,88348,15,2019-06-22,67,Bengaluru,223684,36,Medium
4405,Employee 4405,Marketing,Software Engineer,26,68685,4,2019-07-09,80,Chennai,224005,45,Low
4406,Employee 4406,HR,Data Analyst,37,85022,13,2019-07-26,93,Jaipur,224326,54,Low
4407,Employee 4407,Sales,Software Engineer,23,61759,0,2019-08-12,61,Mumbai,224647,63,Medium
4408,Employee 4408,Analytics,Data Analyst,34,81696,11,2019-08-29,74,Hyderabad,224968,72,Medium
4409,Employee 4409,Support,Software Engineer,45,98033,20,2019-09-15,87,Kolkata,225289,1,Low
4410,Employee 4410,Operations,Data Analyst,31,78370,9,2019-10-02,55,Delhi,225610,10,High
4411,Employee 4411,Finance,Software Engineer,42,94707,18,2019-10-19,68,Pune,225931,19,Medium
4412,Employee 4412,Engineering,Data Analyst,28,66044,2,2019-11-05,81,Ahmedabad,226252,28,Low
4413,Employee 4413,Marketing,Software Engineer,39,91381,16,2019-11-22,94,Noida,226573,37,Low
4414,Employee 4414,HR,Data Analyst,25,62718,0,2019-12-09,62,Bengaluru,226894,46,Medium
4415,Employee 4415,Sales,Software Engineer,36,88055,14,2019-12-26,75,Chennai,227215,55,Medium
4416,Employee 4416,Analytics,Data Analyst,22,62992,0,2020-01-12,88,Jaipur,227536,64,Low
4417,Employee 4417,Support,Software Engineer,33,75729,7,2020-01-29,56,Mumbai,227857,73,Medium
4418,Employee 4418,Operations,Data Analyst,44,101066,21,2020-02-15,69,Hyderabad,228178,2,Medium
4419,Employee 4419,Finance,Software Engineer,30,72403,5,2020-03-03,82,Kolkata,228499,11,Low
4420,Employee 4420,Engineering,Data Analyst,41,97740,19,2020-03-20,95,Delhi,228820,20,Low
4421,Employee 4421,Marketing,Software Engineer,27,69077,3,2020-04-06,63,Pune,229141,29,Medium
4422,Employee 4422,HR,Data Analyst,38,85414,12,2020-04-23,76,Ahmedabad,229462,38,Medium
4423,Employee 4423,Sales,Software Engineer,24,65751,1,2020-05-10,89,Noida,229783,47,Low
4424,Employee 4424,Analytics,Data Analyst,35,82088,10,2020-05-27,57,Bengaluru,230104,56,Medium
4425,Employee 4425,Support,Software Engineer,21,64225,0,2020-06-13,70,Chennai,230425,65,Medium
4426,Employee 4426,Operations,Data Analyst,32,78762,8,2020-06-30,83,Jaipur,230746,74,Low
4427,Employee 4427,Finance,Software Engineer,43,95099,17,2020-07-17,96,Mumbai,231067,3,Low
4428,Employee 4428,Engineering,Data Analyst,29,75436,6,2020-08-03,64,Hyderabad,231388,12,High
4429,Employee 4429,Marketing,Software Engineer,40,91773,15,2020-08-20,77,Kolkata,231709,21,Medium
4430,Employee 4430,HR,Data Analyst,26,72110,4,2020-09-06,90,Delhi,232030,30,Low
4431,Employee 4431,Sales,Software Engineer,37,88447,13,2020-09-23,58,Pune,232351,39,Medium
4432,Employee 4432,Analytics,Data Analyst,23,65184,0,2020-10-10,71,Ahmedabad,232672,48,Medium
4433,Employee 4433,Support,Software Engineer,34,85121,11,2020-10-27,84,Noida,232993,57,Low
4434,Employee 4434,Operations,Data Analyst,45,101458,20,2020-11-13,97,Bengaluru,233314,66,Low
4435,Employee 4435,Finance,Software Engineer,31,81795,9,2020-11-30,65,Chennai,233635,75,Medium
4436,Employee 4436,Engineering,Data Analyst,42,98132,18,2020-12-17,78,Jaipur,233956,4,Low
4437,Employee 4437,Marketing,Software Engineer,28,69469,2,2021-01-03,91,Mumbai,234277,13,Low
4438,Employee 4438,HR,Data Analyst,39,94806,16,2021-01-20,59,Hyderabad,234598,22,Medium
4439,Employee 4439,Sales,Software Engineer,25,66143,0,2021-02-06,72,Kolkata,234919,31,Medium
4440,Employee 4440,Analytics,Data Analyst,36,91480,14,2021-02-23,85,Delhi,235240,40,Low
4441,Employee 4441,Support,Software Engineer,22,66417,0,2021-03-12,98,Pune,235561,49,Low
4442,Employee 4442,Operations,Data Analyst,33,79154,7,2021-03-29,66,Ahmedabad,235882,58,Medium
4443,Employee 4443,Finance,Software Engineer,44,104491,21,2021-04-15,79,Noida,236203,67,Low
4444,Employee 4444,Engineering,Data Analyst,30,75828,5,2021-05-02,92,Bengaluru,236524,76,Low
4445,Employee 4445,Marketing,Software Engineer,41,101165,19,2021-05-19,60,Chennai,236845,5,High
4446,Employee 4446,HR,Data Analyst,27,72502,3,2021-06-05,73,Jaipur,237166,14,Medium
4447,Employee 4447,Sales,Software Engineer,38,88839,12,2021-06-22,86,Mumbai,237487,23,Low
4448,Employee 4448,Analytics,Data Analyst,24,69176,1,2021-07-09,99,Hyderabad,237808,32,Low
4449,Employee 4449,Support,Software Engineer,35,85513,10,2021-07-26,67,Kolkata,238129,41,Medium
4450,Employee 4450,Operations,Data Analyst,21,67650,0,2021-08-12,80,Delhi,238450,50,Low
4451,Employee 4451,Finance,Software Engineer,32,82187,8,2021-08-29,93,Pune,238771,59,Low
4452,Employee 4452,Engineering,Data Analyst,43,98524,17,2021-09-15,61,Ahmedabad,239092,68,Medium
4453,Employee 4453,Marketing,Software Engineer,29,78861,6,2021-10-02,74,Noida,239413,77,Medium
4454,Employee 4454,HR,Data Analyst,40,95198,15,2021-10-19,87,Bengaluru,239734,6,Low
4455,Employee 4455,Sales,Software Engineer,26,75535,4,2021-11-05,55,Chennai,240055,15,High
4456,Employee 4456,Analytics,Data Analyst,37,91872,13,2021-11-22,68,Jaipur,240376,24,Medium
